epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,4877.71,1.01289,0.62157,1.08909,0.86913,0.83329,0.86773,0.60474,1.09542,0.69607,1.15894,0.00020795,0.00020795,0.00020795
61,4957.71,1.00314,0.62022,1.08988,0.86297,0.82638,0.86658,0.60423,1.10249,0.69996,1.16764,0.000203,0.000203,0.000203
62,5037.94,1.00893,0.62205,1.08453,0.8561,0.83887,0.86961,0.60796,1.09495,0.69289,1.15552,0.00019805,0.00019805,0.00019805
63,5118.06,1.00344,0.61515,1.0795,0.85991,0.83605,0.86895,0.60804,1.09081,0.6966,1.14579,0.0001931,0.0001931,0.0001931
64,5198.35,0.99748,0.61276,1.07732,0.84957,0.84286,0.87247,0.61265,1.09215,0.70061,1.1438,0.00018815,0.00018815,0.00018815
65,5278.61,0.99714,0.61457,1.08089,0.8552,0.83726,0.87,0.60719,1.09656,0.69737,1.15337,0.0001832,0.0001832,0.0001832
66,5358.86,0.98911,0.60226,1.0792,0.85953,0.83867,0.8713,0.61084,1.09555,0.70454,1.15899,0.00017825,0.00017825,0.00017825
67,5438.97,0.99216,0.60774,1.08223,0.86511,0.83263,0.87077,0.60908,1.09464,0.70616,1.16335,0.0001733,0.0001733,0.0001733
68,5519.25,0.97996,0.59403,1.07727,0.86672,0.82909,0.87072,0.60889,1.09256,0.7,1.15902,0.00016835,0.00016835,0.00016835
69,5599.52,0.97955,0.59413,1.07232,0.85099,0.84772,0.87419,0.6122,1.09649,0.69409,1.15877,0.0001634,0.0001634,0.0001634
70,5679.42,0.97137,0.58963,1.06626,0.85602,0.83942,0.87206,0.61274,1.09521,0.69574,1.15523,0.00015845,0.00015845,0.00015845
71,5759.59,0.97505,0.5931,1.07392,0.84786,0.85035,0.87493,0.61454,1.09612,0.69136,1.16133,0.0001535,0.0001535,0.0001535
72,5839.63,0.96122,0.57903,1.06714,0.85457,0.84451,0.87253,0.61245,1.09827,0.69529,1.16619,0.00014855,0.00014855,0.00014855
73,5919.78,0.97019,0.58654,1.06804,0.85586,0.83833,0.87391,0.61228,1.09943,0.69661,1.1632,0.0001436,0.0001436,0.0001436
74,5999.96,0.9646,0.58404,1.06658,0.84811,0.84451,0.87378,0.61352,1.09768,0.69786,1.16329,0.00013865,0.00013865,0.00013865
75,6080.19,0.95756,0.57606,1.06571,0.85539,0.84471,0.87408,0.61291,1.09737,0.70024,1.16248,0.0001337,0.0001337,0.0001337
76,6160.43,0.96124,0.57395,1.06193,0.85134,0.84451,0.87262,0.6138,1.09754,0.70142,1.15989,0.00012875,0.00012875,0.00012875
77,6240.46,0.95544,0.5733,1.05874,0.8497,0.84612,0.87217,0.61166,1.09734,0.69939,1.16146,0.0001238,0.0001238,0.0001238
78,6320.87,0.9442,0.57211,1.05934,0.84404,0.85019,0.87183,0.61153,1.09723,0.69897,1.16453,0.00011885,0.00011885,0.00011885
79,6400.98,0.93919,0.5671,1.05756,0.85154,0.8435,0.87325,0.61181,1.09619,0.70017,1.16444,0.0001139,0.0001139,0.0001139
80,6481.12,0.94388,0.56764,1.05544,0.85448,0.84209,0.87333,0.61347,1.09575,0.70045,1.16219,0.00010895,0.00010895,0.00010895
81,6561.27,0.93977,0.56174,1.05283,0.85319,0.8429,0.8741,0.61261,1.09612,0.69835,1.16352,0.000104,0.000104,0.000104
82,6641.52,0.93505,0.55977,1.04999,0.85704,0.83464,0.87234,0.61193,1.09925,0.6982,1.16488,9.905e-05,9.905e-05,9.905e-05
83,6721.7,0.92735,0.55547,1.0512,0.84684,0.84967,0.87317,0.61231,1.10042,0.69546,1.16426,9.41e-05,9.41e-05,9.41e-05
84,6801.83,0.92457,0.55375,1.04419,0.85772,0.83777,0.87305,0.61214,1.09967,0.6976,1.16477,8.915e-05,8.915e-05,8.915e-05
85,6881.96,0.92365,0.55328,1.0476,0.85166,0.8453,0.87169,0.61115,1.10012,0.70096,1.16609,8.42e-05,8.42e-05,8.42e-05
86,6962.09,0.92232,0.54866,1.04716,0.85612,0.8377,0.87132,0.61073,1.1013,0.70161,1.16453,7.925e-05,7.925e-05,7.925e-05
87,7042.26,0.91859,0.54846,1.04418,0.85366,0.84048,0.87207,0.61124,1.10242,0.70005,1.16544,7.43e-05,7.43e-05,7.43e-05
88,7122.4,0.91409,0.54505,1.04225,0.84957,0.84514,0.87143,0.60962,1.10462,0.70063,1.16719,6.935e-05,6.935e-05,6.935e-05
89,7202.41,0.91054,0.5399,1.03805,0.85234,0.84059,0.8711,0.60884,1.10506,0.6991,1.16667,6.44e-05,6.44e-05,6.44e-05
90,7282.43,0.90636,0.53821,1.039,0.85207,0.84222,0.87078,0.60939,1.10504,0.70166,1.16673,5.945e-05,5.945e-05,5.945e-05
91,7362.68,0.81323,0.42523,0.98287,0.85094,0.84371,0.8699,0.60811,1.10524,0.69968,1.16949,5.45e-05,5.45e-05,5.45e-05
92,7442.58,0.7967,0.40937,0.97736,0.84972,0.84451,0.86991,0.60798,1.10556,0.69867,1.17065,4.955e-05,4.955e-05,4.955e-05
93,7522.38,0.79152,0.40393,0.9721,0.85294,0.83872,0.8699,0.60806,1.10767,0.70166,1.17189,4.46e-05,4.46e-05,4.46e-05
94,7602.26,0.7835,0.4044,0.97395,0.85607,0.83605,0.86908,0.60851,1.1075,0.70362,1.1746,3.965e-05,3.965e-05,3.965e-05
95,7682.08,0.77778,0.39969,0.96713,0.85345,0.83745,0.86877,0.60824,1.10734,0.70512,1.17585,3.47e-05,3.47e-05,3.47e-05
96,7761.82,0.77149,0.39375,0.96701,0.85376,0.83545,0.86776,0.60727,1.10839,0.7063,1.17816,2.975e-05,2.975e-05,2.975e-05
97,7841.65,0.76478,0.39077,0.96335,0.84261,0.84653,0.86795,0.60722,1.10924,0.70827,1.17956,2.48e-05,2.48e-05,2.48e-05
98,7921.52,0.76186,0.38931,0.96363,0.85246,0.83706,0.86699,0.60664,1.11082,0.71069,1.18118,1.985e-05,1.985e-05,1.985e-05
99,8001.32,0.75863,0.38704,0.96093,0.8527,0.83831,0.8678,0.60696,1.11179,0.71209,1.18233,1.49e-05,1.49e-05,1.49e-05
100,8081.13,0.75456,0.38537,0.95952,0.85155,0.83881,0.86813,0.60754,1.11226,0.71333,1.18327,9.95e-06,9.95e-06,9.95e-06
