epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,3197.17,0.96946,0.60429,1.05805,0.85723,0.82397,0.86023,0.59364,1.11846,0.72236,1.14376,0.00016835,0.00016835,0.00016835
69,3243.44,0.97076,0.60106,1.05497,0.84765,0.82479,0.86161,0.59448,1.12252,0.72499,1.14512,0.0001634,0.0001634,0.0001634
70,3289.74,0.96317,0.60133,1.05385,0.85012,0.82139,0.86138,0.5935,1.12817,0.72572,1.15251,0.00015845,0.00015845,0.00015845
71,3336.02,0.96624,0.60358,1.05441,0.85186,0.81998,0.86083,0.59206,1.12918,0.72528,1.15141,0.0001535,0.0001535,0.0001535
72,3382.28,0.95177,0.59042,1.04954,0.8582,0.82157,0.86238,0.59319,1.12709,0.72313,1.15275,0.00014855,0.00014855,0.00014855
73,3428.63,0.95828,0.59399,1.04866,0.8594,0.82054,0.85939,0.59382,1.12465,0.72345,1.14831,0.0001436,0.0001436,0.0001436
74,3474.9,0.95601,0.59338,1.05102,0.85414,0.82326,0.8629,0.59749,1.12335,0.72331,1.14508,0.00013865,0.00013865,0.00013865
75,3521.14,0.95396,0.58731,1.05064,0.85458,0.82397,0.86047,0.59387,1.12497,0.72599,1.14974,0.0001337,0.0001337,0.0001337
76,3567.53,0.95198,0.58456,1.04768,0.85704,0.82216,0.86057,0.59516,1.12414,0.72071,1.14743,0.00012875,0.00012875,0.00012875
77,3613.79,0.94836,0.58663,1.047,0.85825,0.82193,0.86121,0.59545,1.12113,0.72113,1.14631,0.0001238,0.0001238,0.0001238
78,3660.09,0.94004,0.58415,1.04233,0.85614,0.82467,0.85907,0.59422,1.12095,0.72518,1.14684,0.00011885,0.00011885,0.00011885
79,3706.42,0.93543,0.58043,1.04077,0.85253,0.82553,0.86069,0.59539,1.12492,0.72512,1.14982,0.0001139,0.0001139,0.0001139
80,3752.72,0.93924,0.58041,1.03985,0.85483,0.82699,0.861,0.59599,1.12339,0.71881,1.14719,0.00010895,0.00010895,0.00010895
81,3798.95,0.93326,0.5764,1.03939,0.85282,0.82625,0.86077,0.59547,1.12654,0.71945,1.15095,0.000104,0.000104,0.000104
82,3845.35,0.9303,0.57183,1.03709,0.84908,0.8292,0.86118,0.59552,1.12807,0.72159,1.15195,9.905e-05,9.905e-05,9.905e-05
83,3891.58,0.92756,0.57243,1.03921,0.8593,0.82095,0.86284,0.59435,1.1293,0.72231,1.15294,9.41e-05,9.41e-05,9.41e-05
84,3937.84,0.92362,0.56512,1.0343,0.85524,0.82222,0.8627,0.59467,1.12822,0.72345,1.15209,8.915e-05,8.915e-05,8.915e-05
85,3984.18,0.92067,0.56282,1.03636,0.8582,0.81913,0.86246,0.59582,1.12695,0.72217,1.15254,8.42e-05,8.42e-05,8.42e-05
86,4030.41,0.92079,0.56477,1.03591,0.85819,0.81893,0.86205,0.59495,1.12619,0.72353,1.15161,7.925e-05,7.925e-05,7.925e-05
